section name,section type,size
.rodata.CSWTCH.8,rodata,16
.text.rsa_can_do,text,12
.rodata.rsa_debug.str1.1,rodata,12
.text.rsa_debug,text,36
.text.eckey_can_do,text,12
.text.eckey_get_bitlen,text,4
.rodata.eckey_debug.str1.1,rodata,8
.text.eckey_debug,text,20
.text.eckeydh_can_do,text,12
.text.ecdsa_can_do,text,8
.text.rsa_free_wrap,text,18
.text.rsa_alloc_wrap,text,26
.text.rsa_check_pair_wrap,text,4
.text.rsa_get_bitlen,text,10
.text.rsa_encrypt_wrap,text,76
.text.rsa_decrypt_wrap,text,80
.text.rsa_sign_wrap,text,64
.text.rsa_verify_wrap,text,76
.text.eckey_free_wrap,text,18
.text.eckey_alloc_wrap,text,22
.text.eckey_check_pair,text,4
.text.ecdsa_alloc_wrap,text,22
.text.ecdsa_free_wrap,text,18
.text.ecdsa_sign_wrap,text,4
.text.eckey_sign_wrap,text,72
.text.ecdsa_verify_wrap,text,32
.text.eckey_verify_wrap,text,64
.rodata.mbedtls_ecdsa_info,rodata,48
.rodata.mbedtls_eckey_info,rodata,48
.rodata.mbedtls_eckeydh_info,rodata,48
.rodata.mbedtls_rsa_info,rodata,48
.text.pkcs12_fill_buffer,text,44
.text.mbedtls_pkcs12_derivation,text,532
.text.pkcs12_pbe_derive_key_iv,text,248
.text.mbedtls_pkcs12_pbe_sha1_rc4_128,text,96
.text.mbedtls_pkcs12_pbe,text,240
.text.mbedtls_pkcs5_pbkdf2_hmac,text,290
.rodata.mbedtls_pkcs5_pbes2.str1.1,rodata,10
.text.mbedtls_pkcs5_pbes2,text,504
.text.pk_get_rsapubkey,text,196
.rodata.pk_use_ecparams.str1.1,rodata,8
.text.pk_use_ecparams,text,736
.text.pk_get_pk_alg,text,84
.text.asn1_get_nonzero_mpi,text,36
.text.pk_parse_key_pkcs1_der,text,432
.text.pk_parse_key_sec1_der,text,404
.text.pk_parse_key_pkcs8_unencrypted_der,text,220
.rodata.pk_parse_key_pkcs8_encrypted_der.str1.1,rodata,21
.text.pk_parse_key_pkcs8_encrypted_der,text,272
.rodata.mbedtls_pk_load_file.str1.1,rodata,12
.text.mbedtls_pk_load_file,text,160
.text.mbedtls_pk_parse_subpubkey,text,248
.rodata.mbedtls_pk_parse_key.str1.1,rodata,250
.text.mbedtls_pk_parse_key,text,572
.text.mbedtls_pk_parse_keyfile,text,78
.text.pk_write_ec_pubkey,text,70
.text.pk_write_ec_param.isra.0,text,34
.text.mbedtls_pk_write_pubkey,text,204
.text.mbedtls_pk_write_pubkey_der,text,212
.text.platform_calloc_uninit,text,28
.text.platform_free_uninit,text,4
.text.mbedtls_calloc,text,12
.text.mbedtls_free,text,12
.text.mbedtls_platform_zeroize,text,20
.text.mbedtls_platform_gmtime_r,text,24
.text.poly1305_process,text,774
.text.mbedtls_poly1305_init,text,6
.text.mbedtls_poly1305_free,text,10
.text.mbedtls_poly1305_starts,text,224
.text.mbedtls_poly1305_update,text,132
.text.mbedtls_poly1305_finish,text,342
.text.mbedtls_ripemd160_init,text,8
.text.mbedtls_ripemd160_free,text,10
.text.mbedtls_ripemd160_clone,text,10
.text.mbedtls_ripemd160_starts_ret,text,52
.text.mbedtls_internal_ripemd160_process,text,5372
.text.mbedtls_ripemd160_update_ret.part.0,text,120
.text.mbedtls_ripemd160_update_ret,text,10
.text.mbedtls_ripemd160_finish_ret,text,160
.text.mbedtls_ripemd160_ret,text,62
.rodata.ripemd160_padding,rodata,64
.text.mgf_mask,text,168
.text.rsa_rsassa_pkcs1_v15_encode,text,264
.text.rsa_check_context.isra.0,text,184
.text.mbedtls_rsa_free.part.0,text,110
.text.mbedtls_rsa_import,text,136
.text.mbedtls_rsa_import_raw,text,132
.text.mbedtls_rsa_complete,text,444
.text.mbedtls_rsa_export_raw,text,252
.text.mbedtls_rsa_export,text,216
.text.mbedtls_rsa_export_crt,text,148
.text.mbedtls_rsa_init,text,26
.text.mbedtls_rsa_set_padding,text,10
.text.mbedtls_rsa_get_len,text,4
.text.mbedtls_rsa_check_pubkey,text,72
.text.mbedtls_rsa_check_privkey,text,100
.text.mbedtls_rsa_check_pub_priv,text,56
.text.mbedtls_rsa_public,text,124
.text.mbedtls_rsa_private,text,976
.text.rsa_rsassa_pss_sign,text,436
.text.mbedtls_rsa_rsaes_oaep_encrypt,text,308
.text.mbedtls_rsa_rsaes_pkcs1_v15_encrypt,text,236
.text.mbedtls_rsa_pkcs1_encrypt,text,56
.text.mbedtls_rsa_rsaes_oaep_decrypt,text,416
.text.mbedtls_rsa_rsaes_pkcs1_v15_decrypt,text,112
.text.mbedtls_rsa_pkcs1_decrypt,text,64
.text.mbedtls_rsa_rsassa_pss_sign,text,36
.text.mbedtls_rsa_rsassa_pkcs1_v15_sign,text,220
.text.mbedtls_rsa_pkcs1_sign,text,44
.text.mbedtls_rsa_rsassa_pss_verify_ext,text,428
.text.mbedtls_rsa_rsassa_pss_verify,text,50
.text.mbedtls_rsa_rsassa_pkcs1_v15_verify,text,196
.text.mbedtls_rsa_pkcs1_verify,text,44
.text.mbedtls_rsa_free,text,8
.text.mbedtls_rsa_gen_key,text,496
.text.mbedtls_rsa_copy,text,254
.rodata.mbedtls_rsa_deduce_primes.str1.1,rodata,55
.text.mbedtls_rsa_deduce_primes,text,460
.text.mbedtls_rsa_deduce_private_exponent,text,188
.text.mbedtls_rsa_validate_crt,text,272
.text.mbedtls_rsa_validate_params,text,460
.text.mbedtls_rsa_deduce_crt,text,140
.text.mbedtls_sha1_init,text,8
.text.mbedtls_sha1_free,text,10
.text.mbedtls_sha1_clone,text,10
.text.mbedtls_sha1_starts_ret,text,52
.text.mbedtls_sha1_starts,text,4
.text.mbedtls_internal_sha1_process,text,4040
.text.mbedtls_sha1_update_ret.part.0,text,120
.text.mbedtls_sha1_update_ret,text,10
.text.mbedtls_sha1_update,text,4
.text.mbedtls_sha1_finish_ret,text,196
.text.mbedtls_sha1_finish,text,4
.text.mbedtls_sha1_ret,text,62
.text.mbedtls_sha512_init,text,8
.text.mbedtls_sha512_free,text,10
.text.mbedtls_sha512_clone,text,10
.text.mbedtls_sha512_starts_ret,text,312
.text.mbedtls_internal_sha512_process,text,3172
.text.mbedtls_sha512_update_ret.part.0,text,162
.text.mbedtls_sha512_update_ret,text,10
.text.mbedtls_sha512_finish_ret,text,750
.text.mbedtls_sha512_ret,text,66
.text.mbedtls_ssl_ciphersuite_from_id,text,24
.text.mbedtls_ssl_list_ciphersuites,text,72
.rodata.mbedtls_ssl_get_ciphersuite_name.str1.1,rodata,12
.text.mbedtls_ssl_get_ciphersuite_name,text,20
.text.mbedtls_ssl_get_ciphersuite_sig_pk_alg,text,34
.text.mbedtls_ssl_get_ciphersuite_sig_alg,text,22
.text.mbedtls_ssl_ciphersuite_uses_ec,text,28
.text.mbedtls_ssl_ciphersuite_uses_psk,text,14
.rodata.ciphersuite_definitions,rodata,4736
.rodata.ciphersuite_preference,rodata,832
.text.mbedtls_ssl_own_key,text,48
.rodata.ssl_write_encrypted_pms.str1.1,rodata,144
.text.ssl_write_encrypted_pms,text,292
.rodata.ssl_check_server_ecdh_params.str1.1,rodata,15
.text.ssl_check_server_ecdh_params,text,128
.text.ssl_validate_ciphersuite.isra.0,text,94
.rodata.ssl_write_client_hello.str1.1,rodata,1673
.text.ssl_write_client_hello,text,2936
.rodata.mbedtls_ssl_handshake_client_step.str1.1,rodata,3370
.text.mbedtls_ssl_handshake_client_step,text,8008
.text.ssl_mac,text,210
.text.ssl_get_remaining_space_in_datagram,text,48
.text.ssl_hs_is_proper_fragment,text,56
.text.ssl_extract_add_data_from_record.isra.0,text,50
.text.ssl_buffering_free_slot.isra.0,text,64
.text.ssl_free_buffered_record.isra.0,text,38
.rodata.ssl_check_ctr_renegotiate.str1.1,rodata,89
.text.ssl_check_ctr_renegotiate,text,124
.text.ssl_build_record_nonce.constprop.0,text,44
.rodata.mbedtls_ssl_set_timer.str1.1,rodata,19
.text.mbedtls_ssl_set_timer,text,56
.rodata.mbedtls_ssl_check_timer.str1.1,rodata,14
.text.mbedtls_ssl_check_timer,text,52
.rodata.mbedtls_ssl_encrypt_buf.str1.1,rodata,745
.text.mbedtls_ssl_encrypt_buf,text,1568
.rodata.mbedtls_ssl_decrypt_buf.str1.1,rodata,372
.text.mbedtls_ssl_decrypt_buf,text,1600
.text.mbedtls_ssl_flight_free,text,26
.rodata.mbedtls_ssl_send_flight_completed.str1.1,rodata,38
.text.mbedtls_ssl_send_flight_completed,text,88
.text.mbedtls_ssl_update_handshake_status,text,100
.text.mbedtls_ssl_dtls_replay_reset,text,14
.text.mbedtls_ssl_dtls_replay_check,text,156
.text.mbedtls_ssl_dtls_replay_update,text,216
.text.mbedtls_ssl_update_out_pointers,text,86
.rodata.mbedtls_ssl_flush_output.str1.1,rodata,193
.text.mbedtls_ssl_flush_output,text,296
.rodata.ssl_swap_epochs.str1.1,rodata,17
.text.ssl_swap_epochs,text,136
.text.mbedtls_ssl_update_in_pointers,text,44
.text.mbedtls_ssl_reset_in_out_pointers,text,48
.text.mbedtls_ssl_get_bytes_avail,text,12
.text.mbedtls_ssl_get_record_expansion,text,96
.text.ssl_get_remaining_payload_in_datagram,text,74
.text.mbedtls_ssl_transform_free,text,52
.text.mbedtls_ssl_buffering_free,text,30
.text.mbedtls_ssl_recv_flight_completed,text,86
.text.mbedtls_ssl_write_version,text,30
.rodata.mbedtls_ssl_write_record.str1.1,rodata,283
.text.mbedtls_ssl_write_record,text,632
.rodata.mbedtls_ssl_flight_transmit.str1.1,rodata,195
.text.mbedtls_ssl_flight_transmit,text,636
.rodata.mbedtls_ssl_resend.str1.1,rodata,44
.text.mbedtls_ssl_resend,text,68
.rodata.mbedtls_ssl_fetch_input.str1.1,rodata,327
.text.mbedtls_ssl_fetch_input,text,952
.rodata.mbedtls_ssl_prepare_handshake_record.str1.1,rodata,402
.text.mbedtls_ssl_prepare_handshake_record,text,484
.rodata.mbedtls_ssl_handle_message_type.str1.1,rodata,376
.text.mbedtls_ssl_handle_message_type,text,488
.rodata.mbedtls_ssl_write_handshake_msg.str1.1,rodata,242
.text.mbedtls_ssl_write_handshake_msg,text,716
.rodata.mbedtls_ssl_write_change_cipher_spec.str1.1,rodata,88
.text.mbedtls_ssl_write_change_cipher_spec,text,112
.rodata.mbedtls_ssl_send_alert_message.str1.1,rodata,75
.text.mbedtls_ssl_send_alert_message,text,164
.rodata.mbedtls_ssl_close_notify.str1.1,rodata,75
.text.mbedtls_ssl_close_notify,text,136
.rodata.mbedtls_ssl_write.str1.1,rodata,178
.text.mbedtls_ssl_write,text,312
.text.mbedtls_ssl_read_version,text,42
.rodata.ssl_parse_record_header.str1.1,rodata,395
.text.ssl_parse_record_header,text,484
.rodata.mbedtls_ssl_read_record.str1.1,rodata,2496
.text.mbedtls_ssl_read_record,text,3708
.rodata.mbedtls_ssl_parse_change_cipher_spec.str1.1,rodata,182
.text.mbedtls_ssl_parse_change_cipher_spec,text,256
.rodata.mbedtls_ssl_read.str1.1,rodata,305
.text.mbedtls_ssl_read,text,852
.rodata.ssl_parse_client_dh_public.str1.1,rodata,103
.text.ssl_parse_client_dh_public,text,168
.text.ssl_conf_has_psk_or_cb,text,40
.rodata.ssl_parse_client_psk_identity.str1.1,rodata,43
.text.ssl_parse_client_psk_identity,text,216
.rodata.ssl_parse_client_hello.str1.1,rodata,2369
.text.ssl_parse_client_hello,text,4624
.rodata.ssl_parse_encrypted_pms.str1.1,rodata,23
.text.ssl_parse_encrypted_pms,text,364
.rodata.mbedtls_ssl_handshake_server_step.str1.1,rodata,1790
.text.mbedtls_ssl_handshake_server_step,text,5800
.text.mbedtls_ssl_own_cert,text,24
.text.ssl_cookie_write_dummy,text,8
.text.ssl_cookie_check_dummy,text,8
.text.ssl_append_key_cert,text,56
.text.tls_prf_generic,text,336
.text.tls_prf_sha256,text,32
.text.tls_prf_sha384,text,32
.text.tls1_prf,text,592
.text.ssl_clear_peer_cert,text,24
.text.ssl_conf_remove_psk,text,58
.text.ssl_update_checksum_md5sha1,text,36
.text.ssl3_prf,text,218
.rodata.ssl_calc_finished_tls_sha256.str1.1,rodata,167
.text.ssl_calc_finished_tls_sha256,text,220
.rodata.ssl_calc_verify_tls_sha256.str1.1,rodata,62
.text.ssl_calc_verify_tls_sha256,text,128
.rodata.ssl_calc_finished_tls_sha384.str1.1,rodata,51
.text.ssl_calc_finished_tls_sha384,text,220
.rodata.ssl_calc_verify_tls_sha384.str1.1,rodata,22
.text.ssl_calc_verify_tls_sha384,text,128
.rodata.ssl_calc_finished_tls.str1.1,rodata,62
.text.ssl_calc_finished_tls,text,288
.rodata.ssl_calc_verify_tls.str1.1,rodata,19
.text.ssl_calc_verify_tls,text,160
.rodata.ssl_calc_finished_ssl.str1.1,rodata,32
.text.ssl_calc_finished_ssl,text,456
.rodata.ssl_calc_verify_ssl.str1.1,rodata,19
.text.ssl_calc_verify_ssl,text,320
.rodata.ssl_populate_transform.str1.1,rodata,279
.text.ssl_populate_transform,text,1240
.text.ssl_update_checksum_sha256,text,10
.text.ssl_update_checksum_sha384,text,10
.text.ssl_update_checksum_start,text,64
.rodata.ssl_write_hello_request.str1.1,rodata,46
.text.ssl_write_hello_request,text,108
.rodata.mbedtls_ssl_derive_keys.str1.1,rodata,183
.text.mbedtls_ssl_derive_keys,text,560
.rodata.mbedtls_ssl_psk_derive_premaster.str1.1,rodata,57
.text.mbedtls_ssl_psk_derive_premaster,text,452
.rodata.mbedtls_ssl_resend_hello_request.str1.1,rodata,39
.text.mbedtls_ssl_resend_hello_request,text,88
.rodata.mbedtls_ssl_write_certificate.str1.1,rodata,144
.text.mbedtls_ssl_write_certificate,text,488
.text.quec_mbedtls_ssl_set_ignore_cert_flag,text,6
.text.mbedtls_ssl_optimize_checksum,text,40
.text.mbedtls_ssl_reset_checksum,text,52
.rodata.mbedtls_ssl_write_finished.str1.1,rodata,86
.text.mbedtls_ssl_write_finished,text,400
.rodata.mbedtls_ssl_parse_finished.str1.1,rodata,57
.text.mbedtls_ssl_parse_finished,text,344
.text.mbedtls_ssl_transform_init,text,50
.text.mbedtls_ssl_session_init,text,8
.text.mbedtls_ssl_init,text,10
.text.mbedtls_ssl_conf_handshake_timeout,text,6
.text.mbedtls_ssl_conf_authmode,text,4
.text.mbedtls_ssl_conf_verify,text,6
.text.mbedtls_ssl_conf_rng,text,6
.text.mbedtls_ssl_conf_dbg,text,6
.text.mbedtls_ssl_set_bio,text,12
.text.mbedtls_ssl_conf_read_timeout,text,4
.text.mbedtls_ssl_set_timer_cb,text,18
.text.mbedtls_ssl_conf_session_cache,text,8
.text.mbedtls_ssl_conf_ciphersuites,text,10
.text.mbedtls_ssl_conf_cert_profile,text,6
.text.mbedtls_ssl_conf_own_cert,text,6
.text.mbedtls_ssl_conf_ca_chain,text,10
.text.mbedtls_ssl_conf_psk,text,132
.text.mbedtls_ssl_conf_dh_param_bin,text,52
.text.mbedtls_ssl_set_hostname,text,108
.text.mbedtls_ssl_conf_max_version,text,6
.text.mbedtls_ssl_conf_min_version,text,6
.text.mbedtls_ssl_conf_arc4_support,text,4
.text.mbedtls_ssl_conf_max_frag_len,text,40
.text.mbedtls_ssl_conf_renegotiation,text,4
.text.mbedtls_ssl_conf_session_tickets,text,4
.text.mbedtls_ssl_get_verify_result,text,20
.text.mbedtls_ssl_get_ciphersuite,text,16
.text.mbedtls_ssl_get_output_max_frag_len,text,84
.text.mbedtls_ssl_get_current_mtu,text,44
.rodata.mbedtls_ssl_get_max_out_record_payload.str1.1,rodata,33
.text.mbedtls_ssl_get_max_out_record_payload,text,92
.text.mbedtls_ssl_get_peer_cert,text,4
.text.mbedtls_ssl_handshake_step,text,52
.rodata.mbedtls_ssl_handshake.str1.1,rodata,75
.text.mbedtls_ssl_handshake,text,132
.text.mbedtls_ssl_handshake_free,text,150
.rodata.mbedtls_ssl_handshake_wrapup_free_hs_transform.str1.1,rodata,64
.text.mbedtls_ssl_handshake_wrapup_free_hs_transform,text,92
.text.mbedtls_ssl_session_free,text,30
.text.mbedtls_ssl_session_copy,text,104
.text.mbedtls_ssl_set_session,text,40
.text.mbedtls_ssl_get_session,text,32
.rodata.mbedtls_ssl_handshake_wrapup.str1.1,rodata,105
.text.mbedtls_ssl_handshake_wrapup,text,208
.rodata.ssl_handshake_init.str1.1,rodata,35
.text.ssl_handshake_init,text,336
.rodata.mbedtls_ssl_setup.str1.1,rodata,24
.text.mbedtls_ssl_setup,text,172
.rodata.mbedtls_ssl_start_renegotiation.str1.1,rodata,30
.text.mbedtls_ssl_start_renegotiation,text,140
.rodata.mbedtls_ssl_renegotiate.str1.1,rodata,32
.text.mbedtls_ssl_renegotiate,text,144
.text.mbedtls_ssl_session_reset_int,text,216
.text.mbedtls_ssl_session_reset,text,6
.rodata.mbedtls_ssl_free.str1.1,rodata,16
.text.mbedtls_ssl_free,text,228
.text.mbedtls_ssl_config_init,text,8
.text.mbedtls_ssl_config_defaults,text,264
.text.mbedtls_ssl_config_free,text,110
.text.mbedtls_ssl_sig_from_pk,text,34
.text.mbedtls_ssl_sig_from_pk_alg,text,20
.text.mbedtls_ssl_pk_alg_from_sig,text,14
.text.mbedtls_ssl_sig_hash_set_find,text,20
.text.mbedtls_ssl_sig_hash_set_add,text,26
.text.mbedtls_ssl_sig_hash_set_const_hash,text,6
.text.mbedtls_ssl_md_alg_from_hash,text,14
.text.mbedtls_ssl_hash_from_md_alg,text,14
.text.mbedtls_ssl_check_curve,text,30
.text.mbedtls_ssl_check_sig_hash,text,30
.rodata.mbedtls_ssl_check_cert_usage.str1.1,rodata,18
.text.mbedtls_ssl_check_cert_usage,text,116
.rodata.mbedtls_ssl_parse_certificate.str1.1,rodata,594
.text.mbedtls_ssl_parse_certificate,text,1644
.text.mbedtls_ssl_set_calc_verify_md,text,60
.rodata.mbedtls_ssl_get_key_exchange_md_ssl_tls.str1.1,rodata,141
.text.mbedtls_ssl_get_key_exchange_md_ssl_tls,text,308
.rodata.mbedtls_ssl_get_key_exchange_md_tls1_2.str1.1,rodata,119
.text.mbedtls_ssl_get_key_exchange_md_tls1_2,text,244
.rodata.CSWTCH.92,rodata,8
.text.mbedtls_timing_get_timer.part.0,text,64
.text.mbedtls_timing_hardclock,text,72
.text.mbedtls_timing_set_delay,text,14
.text.mbedtls_timing_get_delay,text,40
.text.mbedtls_version_get_number,text,6
.text.x509_parse_int,text,64
.text.x509_check_time,text,102
.text.x509_get_current_time,text,68
.text.mbedtls_x509_get_serial,text,76
.text.mbedtls_x509_get_alg_null,text,14
.text.mbedtls_x509_get_alg,text,14
.rodata.mbedtls_x509_get_rsassa_pss_params.str1.1,rodata,10
.text.mbedtls_x509_get_rsassa_pss_params,text,464
.text.mbedtls_x509_get_name,text,264
.text.mbedtls_x509_get_time,text,380
.text.mbedtls_x509_get_sig,text,56
.text.mbedtls_x509_get_sig_alg,text,136
.text.mbedtls_x509_get_ext,text,76
.rodata.mbedtls_x509_dn_gets.str1.1,rodata,12
.text.mbedtls_x509_dn_gets,text,248
.rodata.mbedtls_x509_serial_gets.str1.1,rodata,12
.text.mbedtls_x509_serial_gets,text,156
.rodata.mbedtls_x509_sig_alg_gets.str1.1,rodata,23
.text.mbedtls_x509_sig_alg_gets,text,188
.rodata.mbedtls_x509_key_size_helper.str1.1,rodata,12
.text.mbedtls_x509_key_size_helper,text,36
.text.mbedtls_x509_time_is_past,text,30
.text.mbedtls_x509_time_is_future,text,30
.text.x509_memcasecmp,text,48
.text.x509_name_cmp,text,128
.text.x509_crt_check_cn,text,102
.text.x509_profile_check_md_alg.isra.0,text,30
.text.x509_get_uid,text,58
.text.x509_profile_check_key,text,82
.rodata.mbedtls_x509_parse_subject_alt_name.str1.1,rodata,9
.text.mbedtls_x509_parse_subject_alt_name,text,260
.rodata.mbedtls_x509_crt_info.str1.1,rodata,896
.text.mbedtls_x509_crt_info,text,2084
.rodata.mbedtls_x509_crt_verify_info.str1.1,rodata,49
.text.mbedtls_x509_crt_verify_info,text,128
.text.mbedtls_x509_crt_check_key_usage,text,60
.text.mbedtls_x509_crt_check_extended_key_usage,text,84
.text.mbedtls_x509_crt_is_revoked,text,44
.rodata.x509_crt_verify_restartable_ca_cb.isra.0.str1.1,rodata,4
.text.x509_crt_verify_restartable_ca_cb.isra.0,text,1112
.text.mbedtls_x509_crt_verify,text,32
.text.mbedtls_x509_crt_verify_with_profile,text,4
.text.mbedtls_x509_crt_verify_restartable,text,4
.text.mbedtls_x509_crt_init,text,10
.text.mbedtls_x509_crt_free,text,224
.text.mbedtls_x509_crt_parse_der_internal.part.0,text,2012
.text.mbedtls_x509_crt_parse_der,text,32
.rodata.mbedtls_x509_crt_parse.str1.1,rodata,54
.text.mbedtls_x509_crt_parse,text,224
.text.mbedtls_x509_crt_parse_file,text,50
.text.mbedtls_x509_crt_parse_der_nocopy,text,32
.rodata.mbedtls_x509_crt_profile_default,rodata,16
.rodata.mbedtls_x509_crt_profile_suiteb,rodata,16
.rodata.x509_crt_verify_strings,rodata,168
.text._findCharset,text,24
.text._charByteCount,text,88
.text.mlInit,text,44
.text.mlAddCharset,text,16
.text.mlConvertStr,text,206
.text._readChar,text,536
.text._writeChar,text,524
.text.mlAddCP936,text,12
.rodata.ML_GB2312ToUnicode0,rodata,188
.rodata.ML_GB2312ToUnicode1,rodata,100
.rodata.ML_GB2312ToUnicode10,rodata,66
.rodata.ML_GB2312ToUnicode11,rodata,52
.rodata.ML_GB2312ToUnicode12,rodata,74
.rodata.ML_GB2312ToUnicode13,rodata,152
.rodata.ML_GB2312ToUnicode14,rodata,188
.rodata.ML_GB2312ToUnicode15,rodata,188
.rodata.ML_GB2312ToUnicode16,rodata,188
.rodata.ML_GB2312ToUnicode17,rodata,188
.rodata.ML_GB2312ToUnicode18,rodata,188
.rodata.ML_GB2312ToUnicode19,rodata,188
.rodata.ML_GB2312ToUnicode2,rodata,20
.rodata.ML_GB2312ToUnicode20,rodata,188
.rodata.ML_GB2312ToUnicode21,rodata,188
.rodata.ML_GB2312ToUnicode22,rodata,188
.rodata.ML_GB2312ToUnicode23,rodata,188
.rodata.ML_GB2312ToUnicode24,rodata,188
.rodata.ML_GB2312ToUnicode25,rodata,188
.rodata.ML_GB2312ToUnicode26,rodata,188
.rodata.ML_GB2312ToUnicode27,rodata,188
.rodata.ML_GB2312ToUnicode28,rodata,188
.rodata.ML_GB2312ToUnicode29,rodata,188
.rodata.ML_GB2312ToUnicode3,rodata,24
.rodata.ML_GB2312ToUnicode30,rodata,188
.rodata.ML_GB2312ToUnicode31,rodata,188
.rodata.ML_GB2312ToUnicode32,rodata,188
.rodata.ML_GB2312ToUnicode33,rodata,188
.rodata.ML_GB2312ToUnicode34,rodata,188
.rodata.ML_GB2312ToUnicode35,rodata,188
.rodata.ML_GB2312ToUnicode36,rodata,188
.rodata.ML_GB2312ToUnicode37,rodata,188
.rodata.ML_GB2312ToUnicode38,rodata,188
.rodata.ML_GB2312ToUnicode39,rodata,188
.rodata.ML_GB2312ToUnicode4,rodata,188
.rodata.ML_GB2312ToUnicode40,rodata,188
.rodata.ML_GB2312ToUnicode41,rodata,188
.rodata.ML_GB2312ToUnicode42,rodata,188
.rodata.ML_GB2312ToUnicode43,rodata,188
.rodata.ML_GB2312ToUnicode44,rodata,188
.rodata.ML_GB2312ToUnicode45,rodata,188
.rodata.ML_GB2312ToUnicode46,rodata,188
.rodata.ML_GB2312ToUnicode47,rodata,188
.rodata.ML_GB2312ToUnicode48,rodata,188
.rodata.ML_GB2312ToUnicode49,rodata,188
.rodata.ML_GB2312ToUnicode5,rodata,166
.rodata.ML_GB2312ToUnicode50,rodata,188
.rodata.ML_GB2312ToUnicode51,rodata,188
.rodata.ML_GB2312ToUnicode52,rodata,188
.rodata.ML_GB2312ToUnicode53,rodata,178
.rodata.ML_GB2312ToUnicode54,rodata,188
.rodata.ML_GB2312ToUnicode55,rodata,188
.rodata.ML_GB2312ToUnicode56,rodata,188
.rodata.ML_GB2312ToUnicode57,rodata,188
.rodata.ML_GB2312ToUnicode58,rodata,188
.rodata.ML_GB2312ToUnicode59,rodata,188
.rodata.ML_GB2312ToUnicode6,rodata,172
.rodata.ML_GB2312ToUnicode60,rodata,188
.rodata.ML_GB2312ToUnicode61,rodata,188
.rodata.ML_GB2312ToUnicode62,rodata,188
.rodata.ML_GB2312ToUnicode63,rodata,188
.rodata.ML_GB2312ToUnicode64,rodata,188
.rodata.ML_GB2312ToUnicode65,rodata,188
.rodata.ML_GB2312ToUnicode66,rodata,188
.rodata.ML_GB2312ToUnicode67,rodata,188
.rodata.ML_GB2312ToUnicode68,rodata,188
.rodata.ML_GB2312ToUnicode69,rodata,188
.rodata.ML_GB2312ToUnicode7,rodata,48
.rodata.ML_GB2312ToUnicode70,rodata,188
.rodata.ML_GB2312ToUnicode71,rodata,188
.rodata.ML_GB2312ToUnicode72,rodata,188
.rodata.ML_GB2312ToUnicode73,rodata,188
.rodata.ML_GB2312ToUnicode74,rodata,188
.rodata.ML_GB2312ToUnicode75,rodata,188
.rodata.ML_GB2312ToUnicode76,rodata,188
.rodata.ML_GB2312ToUnicode77,rodata,188
.rodata.ML_GB2312ToUnicode78,rodata,188
.rodata.ML_GB2312ToUnicode79,rodata,188
.rodata.ML_GB2312ToUnicode8,rodata,48
.rodata.ML_GB2312ToUnicode80,rodata,188
.rodata.ML_GB2312ToUnicode81,rodata,188
.rodata.ML_GB2312ToUnicode82,rodata,188
.rodata.ML_GB2312ToUnicode83,rodata,188
.rodata.ML_GB2312ToUnicode84,rodata,188
.rodata.ML_GB2312ToUnicode85,rodata,186
.rodata.ML_GB2312ToUnicode9,rodata,66
.rodata.gb2312_array,rodata,1032
.text.mlAddGsm,text,12
.rodata.Gsm7bit_Ascii,rodata,232
.rodata.gsmBasic,rodata,256
.rodata.gsmExt,rodata,44
.text.mlAddIRA,text,12
.text.mlAddIso8859_1,text,12
.text._readBE,text,10
.text._readLE,text,10
.text._writeBE,text,8
.text._writeLE,text,8
.text._readCharBE,text,12
.text._readCharLE,text,12
.text._writeCharBE,text,12
.text._writeCharLE,text,12
.text.mlAddUtf16be,text,12
.text.mlAddUtf16le,text,12
.text.mlAddUtf8,text,12
.text.pb_field_iter_begin,text,34
.text.pb_field_iter_next,text,124
.text.pb_field_iter_find,text,46
.text.buf_read,text,30
.rodata.pb_readbyte.str1.1,rodata,14
.text.pb_readbyte,text,64
.rodata.pb_decode_varint32_eof.str1.1,rodata,16
.text.pb_decode_varint32_eof,text,156
.text.pb_field_set_to_default,text,192
.text.pb_message_set_to_defaults,text,34
.text.pb_read,text,120
.text.pb_istream_from_buffer,text,20
.text.pb_decode_varint32,text,6
.rodata.pb_dec_fixed_length_bytes.str1.1,rodata,49
.text.pb_dec_fixed_length_bytes,text,88
.rodata.pb_dec_string.str1.1,rodata,49
.text.pb_dec_string,text,100
.text.pb_dec_bytes,text,88
.text.pb_decode_varint,text,116
.rodata.pb_dec_uvarint.str1.1,rodata,36
.text.pb_dec_uvarint,text,116
.text.pb_dec_varint,text,112
.text.pb_decode_tag,text,52
.rodata.pb_skip_field.str1.1,rodata,18
.text.pb_skip_field,text,92
.rodata.pb_make_string_substream.str1.1,rodata,24
.text.pb_make_string_substream,text,64
.text.pb_close_string_substream,text,36
.rodata.decode_field.str1.1,rodata,34
.text.decode_field,text,528
.rodata.pb_decode_noinit.str1.1,rodata,56
.text.pb_decode_noinit,text,536
.text.pb_decode,text,30
.rodata.pb_dec_submessage.str1.1,rodata,25
.text.pb_dec_submessage,text,140
.text.pb_decode_svarint,text,48
.text.pb_dec_svarint,text,116
.text.pb_decode_fixed32,text,24
.text.pb_dec_fixed32,text,6
.text.pb_decode_fixed64,text,26
